event_id,sites.name,treatments.name,min_date,max_date,mgmttype,cover_crop,crop_name,level,units,notes,attributes_keyvalue,citation,site_id,treatment_id,event_type,exact_date,estimated,citation_id,relative_timing,relative_timing_days,reported_amount,reported_units,reported_material,crop_display,depth_m,intensity_category,method_id,attributes_json
russell-fertilization-0596,russell_ranch_davis,leg_corn_tomato,2007-05-08,2007-05-08,fertilization,NA,Tomato,50.44,kg N ha-1,NA,"material=NPK_new;brand=YaraMila, 15 % N-15 % P2O5-15 K2O, 6.1% S;total_kg_ha=336.26;P_kg_ha=50.44;K_kg_ha=50.44;S_kg_ha=20.51",10.1002/ecy.2105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
russell-fertilization-0597,russell_ranch_davis,leg_corn_tomato,2007-05-08,2007-05-08,fertilization,NA,Tomato,50.44,kg N ha-1,NA,"material=NPK_new;brand=YaraMila, 15 % N-15 % P2O5-15 K2O, 6.1% S;total_kg_ha=336.26;P_kg_ha=50.44;K_kg_ha=50.44;S_kg_ha=20.51",10.1002/ecy.2105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
russell-fertilization-0598,russell_ranch_davis,leg_corn_tomato,2007-05-08,2007-05-08,fertilization,NA,Tomato,50.44,kg N ha-1,NA,"material=NPK_new;brand=YaraMila, 15 % N-15 % P2O5-15 K2O, 6.1% S;total_kg_ha=336.26;P_kg_ha=50.44;K_kg_ha=50.44;S_kg_ha=20.51",10.1002/ecy.2105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
russell-fertilization-0599,russell_ranch_davis,conv_corn_tomato,2007-05-10,2007-05-10,fertilization,NA,Corn,50.44,kg N ha-1,NA,"material=NPK_new;brand=YaraMila, 15 % N-15 % P2O5-15 K2O, 6.1% S;total_kg_ha=336.26;P_kg_ha=50.44;K_kg_ha=50.44;S_kg_ha=20.51",10.1002/ecy.2105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
russell-fertilization-0600,russell_ranch_davis,conv_corn_tomato,2007-05-10,2007-05-10,fertilization,NA,Corn,50.44,kg N ha-1,NA,"material=NPK_new;brand=YaraMila, 15 % N-15 % P2O5-15 K2O, 6.1% S;total_kg_ha=336.26;P_kg_ha=50.44;K_kg_ha=50.44;S_kg_ha=20.51",10.1002/ecy.2105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
russell-fertilization-0601,russell_ranch_davis,conv_corn_tomato,2007-05-10,2007-05-10,fertilization,NA,Corn,50.44,kg N ha-1,NA,"material=NPK_new;brand=YaraMila, 15 % N-15 % P2O5-15 K2O, 6.1% S;total_kg_ha=336.26;P_kg_ha=50.44;K_kg_ha=50.44;S_kg_ha=20.51",10.1002/ecy.2105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
russell-fertilization-0602,russell_ranch_davis,conv_corn_tomato,2007-05-24,2007-05-24,fertilization,NA,Corn,185.1,kg N ha-1,NA,"material=Urea;brand=YaraVera, Granular Urea, 46% as N;total_kg_ha=402.39;P_kg_ha=0;K_kg_ha=0;S_kg_ha=0",10.1002/ecy.2105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
russell-fertilization-0603,russell_ranch_davis,conv_corn_tomato,2007-05-24,2007-05-24,fertilization,NA,Corn,185.1,kg N ha-1,NA,"material=Urea;brand=YaraVera, Granular Urea, 46% as N;total_kg_ha=402.39;P_kg_ha=0;K_kg_ha=0;S_kg_ha=0",10.1002/ecy.2105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
russell-fertilization-0604,russell_ranch_davis,conv_corn_tomato,2007-05-24,2007-05-24,fertilization,NA,Corn,185.1,kg N ha-1,NA,"material=Urea;brand=YaraVera, Granular Urea, 46% as N;total_kg_ha=402.39;P_kg_ha=0;K_kg_ha=0;S_kg_ha=0",10.1002/ecy.2105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
russell-fertilization-0605,russell_ranch_davis,conv_corn_tomato,2007-05-31,2007-05-31,fertilization,NA,Tomato,112.16,kg N ha-1,NA,material=Ammonium sulfate;brand=;total_kg_ha=529.04;P_kg_ha=0;K_kg_ha=0;S_kg_ha=128.56,10.1002/ecy.2105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
russell-fertilization-0606,russell_ranch_davis,conv_corn_tomato,2007-05-31,2007-05-31,fertilization,NA,Tomato,112.16,kg N ha-1,NA,material=Ammonium sulfate;brand=;total_kg_ha=529.04;P_kg_ha=0;K_kg_ha=0;S_kg_ha=128.56,10.1002/ecy.2105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
russell-fertilization-0607,russell_ranch_davis,conv_corn_tomato,2007-05-31,2007-05-31,fertilization,NA,Tomato,112.16,kg N ha-1,NA,material=Ammonium sulfate;brand=;total_kg_ha=529.04;P_kg_ha=0;K_kg_ha=0;S_kg_ha=128.56,10.1002/ecy.2105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
russell-fertilization-0608,russell_ranch_davis,conv_wheat_tomato,2007-05-31,2007-05-31,fertilization,NA,Tomato,112.16,kg N ha-1,NA,material=Ammonium sulfate;brand=;total_kg_ha=529.04;P_kg_ha=0;K_kg_ha=0;S_kg_ha=128.56,10.1002/ecy.2105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
russell-fertilization-0609,russell_ranch_davis,conv_wheat_tomato,2007-05-31,2007-05-31,fertilization,NA,Tomato,112.16,kg N ha-1,NA,material=Ammonium sulfate;brand=;total_kg_ha=529.04;P_kg_ha=0;K_kg_ha=0;S_kg_ha=128.56,10.1002/ecy.2105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
russell-fertilization-0610,russell_ranch_davis,conv_wheat_tomato,2007-05-31,2007-05-31,fertilization,NA,Tomato,112.16,kg N ha-1,NA,material=Ammonium sulfate;brand=;total_kg_ha=529.04;P_kg_ha=0;K_kg_ha=0;S_kg_ha=128.56,10.1002/ecy.2105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
russell-fertilization-0611,russell_ranch_davis,conv_wheat_tomato,2007-10-31,2007-10-31,fertilization,NA,Wheat,111.97,kg N ha-1,NA,material=Can_27;brand=;total_kg_ha=414.71;P_kg_ha=0;K_kg_ha=0;S_kg_ha=0,10.1002/ecy.2105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
russell-fertilization-0612,russell_ranch_davis,conv_wheat_tomato,2007-10-31,2007-10-31,fertilization,NA,Wheat,111.97,kg N ha-1,NA,material=Can_27;brand=;total_kg_ha=414.71;P_kg_ha=0;K_kg_ha=0;S_kg_ha=0,10.1002/ecy.2105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
russell-fertilization-0613,russell_ranch_davis,conv_wheat_tomato,2007-10-31,2007-10-31,fertilization,NA,Wheat,111.97,kg N ha-1,NA,material=Can_27;brand=;total_kg_ha=414.71;P_kg_ha=0;K_kg_ha=0;S_kg_ha=0,10.1002/ecy.2105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
russell-fertilization-0614,russell_ranch_davis,irr_wheat_fallow,2007-10-31,2007-10-31,fertilization,NA,Wheat,111.97,kg N ha-1,NA,material=Can_27;brand=;total_kg_ha=414.71;P_kg_ha=0;K_kg_ha=0;S_kg_ha=0,10.1002/ecy.2105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
russell-fertilization-0615,russell_ranch_davis,irr_wheat_fallow,2007-10-31,2007-10-31,fertilization,NA,Wheat,111.97,kg N ha-1,NA,material=Can_27;brand=;total_kg_ha=414.71;P_kg_ha=0;K_kg_ha=0;S_kg_ha=0,10.1002/ecy.2105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
russell-fertilization-0616,russell_ranch_davis,irr_wheat_fallow,2007-10-31,2007-10-31,fertilization,NA,Wheat,111.97,kg N ha-1,NA,material=Can_27;brand=;total_kg_ha=414.71;P_kg_ha=0;K_kg_ha=0;S_kg_ha=0,10.1002/ecy.2105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
russell-fertilization-0617,russell_ranch_davis,rf_wheat_fallow,2007-10-31,2007-10-31,fertilization,NA,Wheat,84.13,kg N ha-1,NA,material=Can_27;brand=;total_kg_ha=311.6;P_kg_ha=0;K_kg_ha=0;S_kg_ha=0,10.1002/ecy.2105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
russell-fertilization-0618,russell_ranch_davis,rf_wheat_fallow,2007-10-31,2007-10-31,fertilization,NA,Wheat,84.13,kg N ha-1,NA,material=Can_27;brand=;total_kg_ha=311.6;P_kg_ha=0;K_kg_ha=0;S_kg_ha=0,10.1002/ecy.2105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
russell-fertilization-0619,russell_ranch_davis,rf_wheat_fallow,2007-10-31,2007-10-31,fertilization,NA,Wheat,84.13,kg N ha-1,NA,material=Can_27;brand=;total_kg_ha=311.6;P_kg_ha=0;K_kg_ha=0;S_kg_ha=0,10.1002/ecy.2105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
russell-fertilization-0620,russell_ranch_davis,conv_wheat_tomato,2008-04-02,2008-04-02,fertilization,NA,Wheat,56.2,kg N ha-1,NA,"material=Urea;brand=YaraVera, Granular Urea, 46% as N;total_kg_ha=122.17;P_kg_ha=0;K_kg_ha=0;S_kg_ha=0",10.1002/ecy.2105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
russell-fertilization-0621,russell_ranch_davis,conv_wheat_tomato,2008-04-02,2008-04-02,fertilization,NA,Wheat,56.2,kg N ha-1,NA,"material=Urea;brand=YaraVera, Granular Urea, 46% as N;total_kg_ha=122.17;P_kg_ha=0;K_kg_ha=0;S_kg_ha=0",10.1002/ecy.2105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
russell-fertilization-0622,russell_ranch_davis,conv_wheat_tomato,2008-04-02,2008-04-02,fertilization,NA,Wheat,56.2,kg N ha-1,NA,"material=Urea;brand=YaraVera, Granular Urea, 46% as N;total_kg_ha=122.17;P_kg_ha=0;K_kg_ha=0;S_kg_ha=0",10.1002/ecy.2105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
russell-fertilization-0623,russell_ranch_davis,irr_wheat_fallow,2008-04-02,2008-04-02,fertilization,NA,Wheat,56.2,kg N ha-1,NA,"material=Urea;brand=YaraVera, Granular Urea, 46% as N;total_kg_ha=122.17;P_kg_ha=0;K_kg_ha=0;S_kg_ha=0",10.1002/ecy.2105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
russell-fertilization-0624,russell_ranch_davis,irr_wheat_fallow,2008-04-02,2008-04-02,fertilization,NA,Wheat,56.2,kg N ha-1,NA,"material=Urea;brand=YaraVera, Granular Urea, 46% as N;total_kg_ha=122.17;P_kg_ha=0;K_kg_ha=0;S_kg_ha=0",10.1002/ecy.2105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
russell-fertilization-0625,russell_ranch_davis,irr_wheat_fallow,2008-04-02,2008-04-02,fertilization,NA,Wheat,56.2,kg N ha-1,NA,"material=Urea;brand=YaraVera, Granular Urea, 46% as N;total_kg_ha=122.17;P_kg_ha=0;K_kg_ha=0;S_kg_ha=0",10.1002/ecy.2105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
russell-fertilization-0626,russell_ranch_davis,rf_wheat_fallow,2008-04-02,2008-04-02,fertilization,NA,Wheat,27.84,kg N ha-1,NA,"material=Urea;brand=YaraVera, Granular Urea, 46% as N;total_kg_ha=60.53;P_kg_ha=0;K_kg_ha=0;S_kg_ha=0",10.1002/ecy.2105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
russell-fertilization-0627,russell_ranch_davis,rf_wheat_fallow,2008-04-02,2008-04-02,fertilization,NA,Wheat,27.84,kg N ha-1,NA,"material=Urea;brand=YaraVera, Granular Urea, 46% as N;total_kg_ha=60.53;P_kg_ha=0;K_kg_ha=0;S_kg_ha=0",10.1002/ecy.2105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
russell-fertilization-0628,russell_ranch_davis,rf_wheat_fallow,2008-04-02,2008-04-02,fertilization,NA,Wheat,27.84,kg N ha-1,NA,"material=Urea;brand=YaraVera, Granular Urea, 46% as N;total_kg_ha=60.53;P_kg_ha=0;K_kg_ha=0;S_kg_ha=0",10.1002/ecy.2105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
russell-fertilization-0629,russell_ranch_davis,conv_corn_tomato,2008-05-16,2008-05-16,fertilization,NA,Tomato,50.44,kg N ha-1,NA,"material=NPK_new;brand=YaraMila, 15 % N-15 % P2O5-15 K2O, 6.1% S;total_kg_ha=336.26;P_kg_ha=50.44;K_kg_ha=50.44;S_kg_ha=20.51",10.1002/ecy.2105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
russell-fertilization-0630,russell_ranch_davis,conv_corn_tomato,2008-05-16,2008-05-16,fertilization,NA,Tomato,50.44,kg N ha-1,NA,"material=NPK_new;brand=YaraMila, 15 % N-15 % P2O5-15 K2O, 6.1% S;total_kg_ha=336.26;P_kg_ha=50.44;K_kg_ha=50.44;S_kg_ha=20.51",10.1002/ecy.2105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
russell-fertilization-0631,russell_ranch_davis,conv_corn_tomato,2008-05-16,2008-05-16,fertilization,NA,Tomato,50.44,kg N ha-1,NA,"material=NPK_new;brand=YaraMila, 15 % N-15 % P2O5-15 K2O, 6.1% S;total_kg_ha=336.26;P_kg_ha=50.44;K_kg_ha=50.44;S_kg_ha=20.51",10.1002/ecy.2105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
russell-fertilization-0632,russell_ranch_davis,conv_wheat_tomato,2008-05-16,2008-05-16,fertilization,NA,Tomato,50.44,kg N ha-1,NA,"material=NPK_new;brand=YaraMila, 15 % N-15 % P2O5-15 K2O, 6.1% S;total_kg_ha=336.26;P_kg_ha=50.44;K_kg_ha=50.44;S_kg_ha=20.51",10.1002/ecy.2105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
russell-fertilization-0633,russell_ranch_davis,conv_wheat_tomato,2008-05-16,2008-05-16,fertilization,NA,Tomato,50.44,kg N ha-1,NA,"material=NPK_new;brand=YaraMila, 15 % N-15 % P2O5-15 K2O, 6.1% S;total_kg_ha=336.26;P_kg_ha=50.44;K_kg_ha=50.44;S_kg_ha=20.51",10.1002/ecy.2105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
russell-fertilization-0634,russell_ranch_davis,conv_wheat_tomato,2008-05-16,2008-05-16,fertilization,NA,Tomato,50.44,kg N ha-1,NA,"material=NPK_new;brand=YaraMila, 15 % N-15 % P2O5-15 K2O, 6.1% S;total_kg_ha=336.26;P_kg_ha=50.44;K_kg_ha=50.44;S_kg_ha=20.51",10.1002/ecy.2105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
russell-fertilization-0635,russell_ranch_davis,conv_corn_tomato,2008-06-01,2008-06-01,fertilization,NA,Tomato,112.16,kg N ha-1,NA,material=Ammonium sulfate;brand=;total_kg_ha=529.04;P_kg_ha=0;K_kg_ha=0;S_kg_ha=128.56,10.1002/ecy.2105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
russell-fertilization-0636,russell_ranch_davis,conv_corn_tomato,2008-06-01,2008-06-01,fertilization,NA,Tomato,112.16,kg N ha-1,NA,material=Ammonium sulfate;brand=;total_kg_ha=529.04;P_kg_ha=0;K_kg_ha=0;S_kg_ha=128.56,10.1002/ecy.2105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
russell-fertilization-0637,russell_ranch_davis,conv_corn_tomato,2008-06-01,2008-06-01,fertilization,NA,Tomato,112.16,kg N ha-1,NA,material=Ammonium sulfate;brand=;total_kg_ha=529.04;P_kg_ha=0;K_kg_ha=0;S_kg_ha=128.56,10.1002/ecy.2105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
russell-fertilization-0638,russell_ranch_davis,conv_wheat_tomato,2008-06-01,2008-06-01,fertilization,NA,Tomato,112.16,kg N ha-1,NA,material=Ammonium sulfate;brand=;total_kg_ha=529.04;P_kg_ha=0;K_kg_ha=0;S_kg_ha=128.56,10.1002/ecy.2105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
russell-fertilization-0639,russell_ranch_davis,conv_wheat_tomato,2008-06-01,2008-06-01,fertilization,NA,Tomato,112.16,kg N ha-1,NA,material=Ammonium sulfate;brand=;total_kg_ha=529.04;P_kg_ha=0;K_kg_ha=0;S_kg_ha=128.56,10.1002/ecy.2105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
russell-fertilization-0640,russell_ranch_davis,conv_wheat_tomato,2008-06-01,2008-06-01,fertilization,NA,Tomato,112.16,kg N ha-1,NA,material=Ammonium sulfate;brand=;total_kg_ha=529.04;P_kg_ha=0;K_kg_ha=0;S_kg_ha=128.56,10.1002/ecy.2105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
russell-fertilization-0641,russell_ranch_davis,conv_wheat_tomato,2008-11-19,2008-11-19,fertilization,NA,Wheat,111.97,kg N ha-1,NA,material=Can_27;brand=;total_kg_ha=414.71;P_kg_ha=0;K_kg_ha=0;S_kg_ha=0,10.1002/ecy.2105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
russell-fertilization-0642,russell_ranch_davis,conv_wheat_tomato,2008-11-19,2008-11-19,fertilization,NA,Wheat,111.97,kg N ha-1,NA,material=Can_27;brand=;total_kg_ha=414.71;P_kg_ha=0;K_kg_ha=0;S_kg_ha=0,10.1002/ecy.2105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
russell-fertilization-0643,russell_ranch_davis,conv_wheat_tomato,2008-11-19,2008-11-19,fertilization,NA,Wheat,111.97,kg N ha-1,NA,material=Can_27;brand=;total_kg_ha=414.71;P_kg_ha=0;K_kg_ha=0;S_kg_ha=0,10.1002/ecy.2105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
russell-fertilization-0644,russell_ranch_davis,irr_wheat_fallow,2008-11-19,2008-11-19,fertilization,NA,Wheat,111.97,kg N ha-1,NA,material=Can_27;brand=;total_kg_ha=414.71;P_kg_ha=0;K_kg_ha=0;S_kg_ha=0,10.1002/ecy.2105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
russell-fertilization-0645,russell_ranch_davis,irr_wheat_fallow,2008-11-19,2008-11-19,fertilization,NA,Wheat,111.97,kg N ha-1,NA,material=Can_27;brand=;total_kg_ha=414.71;P_kg_ha=0;K_kg_ha=0;S_kg_ha=0,10.1002/ecy.2105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
russell-fertilization-0646,russell_ranch_davis,irr_wheat_fallow,2008-11-19,2008-11-19,fertilization,NA,Wheat,111.97,kg N ha-1,NA,material=Can_27;brand=;total_kg_ha=414.71;P_kg_ha=0;K_kg_ha=0;S_kg_ha=0,10.1002/ecy.2105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
russell-fertilization-0647,russell_ranch_davis,rf_wheat_fallow,2008-11-19,2008-11-19,fertilization,NA,Wheat,84.13,kg N ha-1,NA,material=Can_27;brand=;total_kg_ha=311.6;P_kg_ha=0;K_kg_ha=0;S_kg_ha=0,10.1002/ecy.2105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
russell-fertilization-0648,russell_ranch_davis,rf_wheat_fallow,2008-11-19,2008-11-19,fertilization,NA,Wheat,84.13,kg N ha-1,NA,material=Can_27;brand=;total_kg_ha=311.6;P_kg_ha=0;K_kg_ha=0;S_kg_ha=0,10.1002/ecy.2105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
russell-fertilization-0649,russell_ranch_davis,rf_wheat_fallow,2008-11-19,2008-11-19,fertilization,NA,Wheat,84.13,kg N ha-1,NA,material=Can_27;brand=;total_kg_ha=311.6;P_kg_ha=0;K_kg_ha=0;S_kg_ha=0,10.1002/ecy.2105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
russell-fertilization-0650,russell_ranch_davis,conv_wheat_tomato,2009-03-31,2009-03-31,fertilization,NA,Wheat,56.2,kg N ha-1,NA,"material=Urea;brand=YaraVera, Granular Urea, 46% as N;total_kg_ha=122.17;P_kg_ha=0;K_kg_ha=0;S_kg_ha=0",10.1002/ecy.2105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
russell-fertilization-0651,russell_ranch_davis,conv_wheat_tomato,2009-03-31,2009-03-31,fertilization,NA,Wheat,56.2,kg N ha-1,NA,"material=Urea;brand=YaraVera, Granular Urea, 46% as N;total_kg_ha=122.17;P_kg_ha=0;K_kg_ha=0;S_kg_ha=0",10.1002/ecy.2105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
russell-fertilization-0652,russell_ranch_davis,conv_wheat_tomato,2009-03-31,2009-03-31,fertilization,NA,Wheat,56.2,kg N ha-1,NA,"material=Urea;brand=YaraVera, Granular Urea, 46% as N;total_kg_ha=122.17;P_kg_ha=0;K_kg_ha=0;S_kg_ha=0",10.1002/ecy.2105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
russell-fertilization-0653,russell_ranch_davis,irr_wheat_fallow,2009-03-31,2009-03-31,fertilization,NA,Wheat,56.2,kg N ha-1,NA,"material=Urea;brand=YaraVera, Granular Urea, 46% as N;total_kg_ha=122.17;P_kg_ha=0;K_kg_ha=0;S_kg_ha=0",10.1002/ecy.2105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
russell-fertilization-0654,russell_ranch_davis,irr_wheat_fallow,2009-03-31,2009-03-31,fertilization,NA,Wheat,56.2,kg N ha-1,NA,"material=Urea;brand=YaraVera, Granular Urea, 46% as N;total_kg_ha=122.17;P_kg_ha=0;K_kg_ha=0;S_kg_ha=0",10.1002/ecy.2105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
russell-fertilization-0655,russell_ranch_davis,irr_wheat_fallow,2009-03-31,2009-03-31,fertilization,NA,Wheat,56.2,kg N ha-1,NA,"material=Urea;brand=YaraVera, Granular Urea, 46% as N;total_kg_ha=122.17;P_kg_ha=0;K_kg_ha=0;S_kg_ha=0",10.1002/ecy.2105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
russell-fertilization-0656,russell_ranch_davis,rf_wheat_fallow,2009-03-31,2009-03-31,fertilization,NA,Wheat,27.84,kg N ha-1,NA,"material=Urea;brand=YaraVera, Granular Urea, 46% as N;total_kg_ha=60.53;P_kg_ha=0;K_kg_ha=0;S_kg_ha=0",10.1002/ecy.2105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
russell-fertilization-0657,russell_ranch_davis,rf_wheat_fallow,2009-03-31,2009-03-31,fertilization,NA,Wheat,27.84,kg N ha-1,NA,"material=Urea;brand=YaraVera, Granular Urea, 46% as N;total_kg_ha=60.53;P_kg_ha=0;K_kg_ha=0;S_kg_ha=0",10.1002/ecy.2105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
russell-fertilization-0658,russell_ranch_davis,rf_wheat_fallow,2009-03-31,2009-03-31,fertilization,NA,Wheat,27.84,kg N ha-1,NA,"material=Urea;brand=YaraVera, Granular Urea, 46% as N;total_kg_ha=60.53;P_kg_ha=0;K_kg_ha=0;S_kg_ha=0",10.1002/ecy.2105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
russell-fertilization-0659,russell_ranch_davis,conv_corn_tomato,2009-04-30,2009-04-30,fertilization,NA,Tomato,50.44,kg N ha-1,NA,"material=NPK_new;brand=YaraMila, 15 % N-15 % P2O5-15 K2O, 6.1% S;total_kg_ha=336.26;P_kg_ha=50.44;K_kg_ha=50.44;S_kg_ha=20.51",10.1002/ecy.2105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
russell-fertilization-0660,russell_ranch_davis,conv_corn_tomato,2009-04-30,2009-04-30,fertilization,NA,Tomato,50.44,kg N ha-1,NA,"material=NPK_new;brand=YaraMila, 15 % N-15 % P2O5-15 K2O, 6.1% S;total_kg_ha=336.26;P_kg_ha=50.44;K_kg_ha=50.44;S_kg_ha=20.51",10.1002/ecy.2105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
russell-fertilization-0661,russell_ranch_davis,conv_corn_tomato,2009-04-30,2009-04-30,fertilization,NA,Tomato,50.44,kg N ha-1,NA,"material=NPK_new;brand=YaraMila, 15 % N-15 % P2O5-15 K2O, 6.1% S;total_kg_ha=336.26;P_kg_ha=50.44;K_kg_ha=50.44;S_kg_ha=20.51",10.1002/ecy.2105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
russell-fertilization-0662,russell_ranch_davis,conv_wheat_tomato,2009-04-30,2009-04-30,fertilization,NA,Tomato,50.44,kg N ha-1,NA,"material=NPK_new;brand=YaraMila, 15 % N-15 % P2O5-15 K2O, 6.1% S;total_kg_ha=336.26;P_kg_ha=50.44;K_kg_ha=50.44;S_kg_ha=20.51",10.1002/ecy.2105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
russell-fertilization-0663,russell_ranch_davis,conv_wheat_tomato,2009-04-30,2009-04-30,fertilization,NA,Tomato,50.44,kg N ha-1,NA,"material=NPK_new;brand=YaraMila, 15 % N-15 % P2O5-15 K2O, 6.1% S;total_kg_ha=336.26;P_kg_ha=50.44;K_kg_ha=50.44;S_kg_ha=20.51",10.1002/ecy.2105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
